gene_id,H1_Cell_Line,CD4_Memory_Primary_Cells,CD4_Naive_Primary_Cells,Adult_Liver,HepG2_Hepatocellular_Carcinoma
ENSG00000229183,0,0,0,1,0
ENSG00000229314,0,0,1,10000,590
ENSG00000229387,0,4,8,1,1
ENSG00000229415,0,0,0,0,0
ENSG00000229474,0,9,16,0,0
ENSG00000229544,13,0,0,0,0
ENSG00000229619,0,24,30,0,0
ENSG00000229644,14,55,8,104,7
ENSG00000229729,1,7,5,0,1
ENSG00000229809,1,6,7,4,1
ENSG00000229833,94,53,59,198,30
ENSG00000229859,0,0,0,0,0
ENSG00000229974,0,9,10,0,0
ENSG00000230055,2,2,1,72,15
ENSG00000230453,2,0,0,0,0
ENSG00000230567,6,1,1,2,5
ENSG00000230989,98,17,16,74,134
ENSG00000231274,0,0,0,0,1
ENSG00000231360,0,6,9,2,0
ENSG00000231389,1,44,10,63,0
ENSG00000231850,0,0,0,0,0
ENSG00000231880,0,18,21,0,0
ENSG00000231887,0,3,4,3,7
ENSG00000231925,33,102,80,62,22
ENSG00000232040,1,0,0,0,1
ENSG00000232070,1,0,0,0,0
ENSG00000232098,2,2,4,0,6
ENSG00000232112,171,87,100,127,26
ENSG00000232119,10,5,9,22,11
ENSG00000232434,0,1,0,0,0
ENSG00000232457,0,3,2,0,4
ENSG00000232629,0,9,1,1,0
ENSG00000232637,1,10,15,4,3
ENSG00000232653,0,3,9,0,0
ENSG00000232774,0,3,3,0,0
ENSG00000232810,0,2,0,0,0
ENSG00000232838,15,16,24,18,24
ENSG00000232859,1,6,11,6,0
ENSG00000232941,0,7,12,0,0
ENSG00000232956,47,52,56,7,0
ENSG00000233024,8,10,16,5,38
ENSG00000233041,0,0,0,0,0
ENSG00000233198,0,0,0,0,0
ENSG00000233224,3,0,0,0,13
ENSG00000233276,110,22,17,322,93
ENSG00000233404,18,14,25,9,32
ENSG00000233493,2,5,3,4,0
ENSG00000233608,0,0,0,0,0
ENSG00000233670,0,0,0,0,0
ENSG00000233822,0,0,0,0,16
ENSG00000233863,49,0,0,0,0
ENSG00000234127,10,33,18,23,19
ENSG00000234516,14,6,0,17,35
ENSG00000234545,23,14,14,5,6
ENSG00000234631,5,1,3,8,8
ENSG00000234719,2,18,21,0,1
ENSG00000234769,1,7,8,1,5
ENSG00000234906,0,0,0,9708,1302
ENSG00000235098,0,0,0,0,7
ENSG00000235162,5,14,5,1,6
ENSG00000235173,6,1,1,3,6
ENSG00000235194,1,10,28,3,11
ENSG00000235471,5,0,0,0,0
ENSG00000235531,0,0,0,0,0
ENSG00000235568,0,0,0,2,0
ENSG00000235718,0,0,0,4,0
ENSG00000235863,1,4,5,2,0
ENSG00000235878,15,24,30,3,223
ENSG00000236104,4,8,7,5,12
ENSG00000236249,0,0,0,0,0
ENSG00000236287,11,10,22,2,6
ENSG00000236338,0,55,46,0,0
ENSG00000236362,0,0,0,0,0
ENSG00000236882,0,0,0,13,0
ENSG00000237172,3,2,0,0,1
ENSG00000237190,30,8,8,13,10
ENSG00000237240,9,0,0,0,7
ENSG00000237276,0,0,0,1,0
ENSG00000237289,11,0,0,0,0
ENSG00000237330,0,0,0,0,0
ENSG00000237441,19,12,17,11,23
ENSG00000237515,9,0,0,0,0
ENSG00000237541,0,17,3,3,0
ENSG00000237597,0,0,0,0,0
ENSG00000237649,24,2,1,0,15
ENSG00000237651,7,3,5,21,5
ENSG00000237671,0,0,0,0,0
ENSG00000237763,0,1,2,0,0
ENSG00000237765,6,4,8,12,3
ENSG00000238035,9,16,21,0,2
ENSG00000238045,0,81,68,0,0
ENSG00000238083,3,14,17,0,2
ENSG00000238227,16,2,2,7,5
ENSG00000238243,0,0,0,0,0
ENSG00000239264,122,8,15,58,184
ENSG00000239282,2,4,8,2,2
ENSG00000239305,2,33,42,13,10
ENSG00000239306,41,19,28,10,9
ENSG00000239389,27,0,0,0,0
ENSG00000239474,0,0,0,0,0
ENSG00000239672,44,4,5,13,64
ENSG00000239697,3,16,12,16,4
ENSG00000239704,5,8,6,1,16
ENSG00000239713,0,6,4,2,1
ENSG00000239732,0,0,1,0,0
ENSG00000239779,26,32,44,34,39
ENSG00000239839,0,34,790,9,0
ENSG00000239857,14,15,13,9,17
ENSG00000239887,5,0,0,3,5
ENSG00000239900,31,22,21,12,37
ENSG00000239961,0,0,0,0,0
ENSG00000239998,0,0,0,3,0
ENSG00000240038,0,10,18,4,1
ENSG00000240053,12,43,47,6,14
ENSG00000240065,0,17,13,16,3
ENSG00000240184,42,0,0,12,0
ENSG00000240224,0,0,0,640,1
ENSG00000240230,4,19,19,2,17
ENSG00000240247,0,45,991,9,0
ENSG00000240257,0,0,0,0,0
ENSG00000240303,5,14,19,34,27
ENSG00000240344,8,10,14,12,25
ENSG00000240386,0,0,0,0,0
ENSG00000240403,0,1,0,0,0
ENSG00000240505,0,0,0,0,0
ENSG00000240563,474,0,0,0,0
ENSG00000240583,0,0,0,11,0
ENSG00000240682,7,17,30,9,9
ENSG00000240694,0,0,0,0,0
ENSG00000240720,60,4,3,26,7
ENSG00000240764,32,0,0,11,0
ENSG00000240771,2,0,0,1,8
ENSG00000240849,111,39,40,43,86
ENSG00000240857,19,9,17,21,17
ENSG00000240891,0,5,4,11,1
ENSG00000241058,10,19,23,25,14
ENSG00000241106,0,6,8,1,0
ENSG00000241119,0,0,0,632,1
ENSG00000241127,10,1,2,4,5
ENSG00000241186,382,0,0,0,1
ENSG00000241258,12,23,17,14,19
ENSG00000241360,27,3,6,47,64
ENSG00000241370,29,11,12,17,23
ENSG00000241399,3,7,7,202,17
ENSG00000241404,5,3,7,2,6
ENSG00000241465,0,0,0,0,0
ENSG00000241468,60,15,13,117,47
ENSG00000241484,8,4,2,1,1
ENSG00000241553,36,48,33,49,21
ENSG00000241563,1,1,1,0,0
ENSG00000241635,0,0,0,375,1
ENSG00000241644,0,0,0,21,0
ENSG00000241685,59,33,21,65,38
ENSG00000241697,43,0,0,0,5
ENSG00000241794,0,0,0,0,0
ENSG00000241837,86,32,46,94,66
ENSG00000241839,11,6,2,11,5
ENSG00000241852,7,5,5,1,3
ENSG00000241878,15,15,16,7,16
ENSG00000241935,0,0,0,29,4
ENSG00000241945,10,7,8,3,7
ENSG00000241962,14,5,6,9,16
ENSG00000241973,5,40,47,8,20
ENSG00000241978,14,9,6,12,5
ENSG00000242028,16,6,8,23,5
ENSG00000242110,3,1,2,40,6
ENSG00000242114,22,35,21,12,22
ENSG00000242173,0,0,0,0,0
ENSG00000242180,0,0,0,0,0
ENSG00000242247,6,20,12,26,51
ENSG00000242252,2,1,2,3,4
ENSG00000242259,17,17,15,8,23
ENSG00000242265,53,0,0,0,256
ENSG00000242284,0,0,0,0,0
ENSG00000242366,0,0,0,621,1
ENSG00000242372,52,27,20,129,341
ENSG00000242419,34,0,0,11,0
ENSG00000242498,1,0,0,4,3
ENSG00000242515,0,0,0,486,0
ENSG00000242550,0,0,0,0,0
ENSG00000242574,0,7,2,11,0
ENSG00000242612,6,1,2,39,18
ENSG00000242616,17,7,9,37,21
ENSG00000242689,0,4,3,0,0
ENSG00000242732,2,1,0,2,0
ENSG00000242802,4,12,11,2,5
ENSG00000242950,0,0,0,0,0
ENSG00000243056,13,16,30,90,8
ENSG00000243135,0,0,0,679,1
ENSG00000243137,0,0,0,0,0
ENSG00000243156,2,2,0,0,1
ENSG00000243207,16,38,54,6,23
ENSG00000243232,26,0,0,0,0
ENSG00000243244,2,2,1,0,0
ENSG00000243251,0,8,7,2,1
ENSG00000243279,19,21,19,7,3
ENSG00000243317,19,12,12,20,10
ENSG00000243335,6,9,6,4,13
ENSG00000243364,23,1,1,3,13
ENSG00000243414,11,6,4,5,11
ENSG00000243444,1,0,0,4,0
ENSG00000243449,20,1,1,1,2
ENSG00000243452,1,30,38,6,9
ENSG00000243477,5,16,12,4,5
ENSG00000243480,0,3,5,1,0
ENSG00000243509,7,11,16,1,20
ENSG00000243566,6,2,5,0,0
ENSG00000243646,3,15,17,25,16
ENSG00000243649,0,0,0,1415,283
ENSG00000243696,4,22,16,554,2
ENSG00000243708,2,18,30,2,7
ENSG00000243709,101,0,0,0,1
ENSG00000243716,13,84,91,5,15
ENSG00000243725,10,6,8,7,8
ENSG00000243749,19,12,13,63,24
ENSG00000243772,0,0,0,0,0
ENSG00000243789,7,24,38,4,9
ENSG00000243811,6,7,7,0,1
ENSG00000243896,0,6,7,2,0
ENSG00000243943,19,11,20,5,23
ENSG00000243955,0,0,0,2964,7
ENSG00000243989,8,2,3,131,52
ENSG00000244005,9,11,15,12,33
ENSG00000244038,199,67,62,79,362
ENSG00000244045,5,10,9,8,7
ENSG00000244067,0,0,0,523,1
ENSG00000244094,0,0,0,0,0
ENSG00000244115,18,7,9,33,19
ENSG00000244122,0,0,0,359,0
ENSG00000244165,5,34,49,2,9
ENSG00000244187,13,4,7,54,95
ENSG00000244242,0,0,0,6,0
ENSG00000244255,0,0,0,2156,432
ENSG00000244274,14,4,4,3,19
ENSG00000244291,3,0,0,2,0
ENSG00000244405,12,0,0,6,32
ENSG00000244414,0,0,0,843,0
ENSG00000244462,39,26,40,8,30
ENSG00000244474,0,0,0,670,1
ENSG00000244476,0,0,0,0,0
ENSG00000244482,0,0,0,2,0
ENSG00000244486,13,5,3,0,6
ENSG00000244509,32,31,12,6,20
ENSG00000244607,0,0,0,0,0
ENSG00000244687,86,37,42,34,50
ENSG00000244693,1,1,1,1,0
ENSG00000244694,0,0,0,0,15
ENSG00000244731,0,0,1,583,231
ENSG00000244734,0,0,0,198,0
ENSG00000244754,8,34,44,10,14
ENSG00000245848,1,2,0,105,33
ENSG00000246223,0,5,19,0,0
ENSG00000246705,14,3,6,16,4
ENSG00000247077,23,6,5,10,11
ENSG00000247596,37,25,23,30,122
ENSG00000247626,13,5,5,5,8
ENSG00000248098,12,15,12,62,32
ENSG00000248099,0,3,7,0,0
ENSG00000248167,38,20,19,20,30
ENSG00000248235,15,11,12,11,30
ENSG00000248354,31,25,29,120,54
ENSG00000248383,25,0,0,0,0
ENSG00000248405,12,5,3,2,2
ENSG00000248485,0,0,1,3,0
ENSG00000248487,1,9,9,13,20
ENSG00000248592,14,32,20,18,6
ENSG00000248643,58,43,52,31,74
ENSG00000248672,3,25,28,25,1
ENSG00000248713,0,0,0,0,0
ENSG00000248751,3,26,28,6,6
ENSG00000248801,1,0,0,0,0
ENSG00000248871,2,15,12,17,4
ENSG00000248905,0,9,8,0,0
ENSG00000248919,23,10,12,33,24
ENSG00000248993,2,19,7,36,0
ENSG00000249087,0,0,0,0,2
ENSG00000249115,8,12,15,1,7
ENSG00000249141,14,212,152,47,532
ENSG00000249158,31,0,0,0,0
ENSG00000249240,6,4,1,2,1
ENSG00000249242,1,0,0,6,0
ENSG00000249319,15,21,16,356,121
ENSG00000249590,23,46,29,78,26
ENSG00000249624,5,26,29,14,16
ENSG00000249709,2,6,7,4,1
ENSG00000249751,3,0,0,10,0
ENSG00000249861,0,0,0,0,0
ENSG00000249884,6,61,67,22,25
ENSG00000249915,6,8,10,9,17
ENSG00000249967,7,15,10,13,11
ENSG00000249992,18,0,0,0,0
ENSG00000250021,14,8,5,26,23
ENSG00000250067,24,13,12,66,56
ENSG00000250091,0,0,0,0,0
ENSG00000250120,28,0,0,0,0
ENSG00000250151,17,70,51,21,42
ENSG00000250232,14,35,34,28,31
ENSG00000250264,10,59,52,9,14
ENSG00000250317,19,4,7,25,12
ENSG00000250349,28,0,0,39,53
ENSG00000250361,0,0,0,0,0
ENSG00000250424,0,0,0,7,0
ENSG00000250479,34,8,9,258,10
ENSG00000250506,7,6,8,14,14
ENSG00000250510,2,0,0,4,0
ENSG00000250571,3,11,15,1,3
ENSG00000250588,2,0,0,4,0
ENSG00000250685,0,0,1,0,0
ENSG00000250709,10,0,0,0,0
ENSG00000250722,2,0,1,2009,413
ENSG00000250799,0,0,0,110,78
ENSG00000251012,0,0,0,0,0
ENSG00000251184,14,12,14,11,8
ENSG00000251201,13,7,5,6,12
ENSG00000251246,7,0,0,0,6
ENSG00000251322,1,0,0,5,7
ENSG00000251349,53,1,1,0,6
ENSG00000251357,85,24,26,7,141
ENSG00000251369,3,7,20,1,8
ENSG00000251503,4,1,1,2,1
ENSG00000251537,0,0,0,0,1
ENSG00000251569,0,0,1,0,1
ENSG00000251664,32,0,0,0,0
ENSG00000253105,0,0,0,0,0
ENSG00000253159,31,0,0,11,0
ENSG00000253161,0,0,0,0,0
ENSG00000253200,0,50,50,0,0
ENSG00000253251,2,10,10,2,4
ENSG00000253276,4,5,2,15,0
ENSG00000253293,0,0,0,0,0
ENSG00000253304,15,11,17,1,1
ENSG00000253305,35,0,0,11,0
ENSG00000253313,12,0,0,4,6
ENSG00000253368,24,0,0,3,143
ENSG00000253389,0,1,0,0,0
ENSG00000253414,0,0,0,0,0
ENSG00000253485,32,0,0,11,1
ENSG00000253506,0,13,21,7,3
ENSG00000253537,32,0,0,11,0
ENSG00000253626,13,15,13,16,11
ENSG00000253633,0,0,0,0,0
ENSG00000253710,12,6,6,3,4
ENSG00000253719,37,73,88,29,45
ENSG00000253729,39,23,26,3,23
ENSG00000253731,32,0,0,11,1
ENSG00000253767,32,0,0,11,0
ENSG00000253797,27,4,5,11,9
ENSG00000253846,36,0,0,12,0
ENSG00000253873,27,0,0,8,0
ENSG00000253910,33,0,0,11,1
ENSG00000253953,36,0,0,12,2
ENSG00000253958,4,0,0,5,0
ENSG00000254004,13,1,2,2,2
ENSG00000254087,30,7,2,18,0
ENSG00000254093,16,4,4,4,2
ENSG00000254122,39,0,0,11,0
ENSG00000254206,6,38,43,3,6
ENSG00000254221,33,0,0,11,1
ENSG00000254245,32,0,0,11,0
ENSG00000254290,0,0,0,0,9
ENSG00000254377,0,0,0,0,0
ENSG00000254402,0,8,13,0,4
ENSG00000254415,0,0,0,8,0
ENSG00000254505,12,28,31,21,31
ENSG00000254528,0,0,0,0,0
ENSG00000254531,3,1,1,6,2
ENSG00000254536,31,16,19,29,89
ENSG00000254578,0,5,13,0,0
ENSG00000254585,3,0,0,0,0
ENSG00000254607,0,0,0,26,0
ENSG00000254614,1,1,0,1,1
ENSG00000254647,0,0,0,0,0
ENSG00000254673,27,46,63,25,38
ENSG00000254685,1,0,1,4,3
ENSG00000254692,23,21,20,49,92
ENSG00000254706,5,0,0,0,4
ENSG00000254709,0,3,82,39,0
ENSG00000254726,23,0,0,1,6
ENSG00000254788,6,10,5,15,51
ENSG00000254827,0,0,0,6,0
ENSG00000254852,7,6,9,2,15
ENSG00000254858,26,2,2,5,9
ENSG00000254873,0,37,36,0,0
ENSG00000254901,3,6,6,3,2
ENSG00000254943,0,0,0,0,0
ENSG00000254979,25,5,3,44,2
ENSG00000254986,18,8,6,8,21
ENSG00000254996,17,62,67,17,28
ENSG00000254999,81,44,36,172,142
ENSG00000255020,0,0,0,0,0
ENSG00000255072,19,57,61,106,114
ENSG00000255098,0,0,0,0,0
ENSG00000255103,9,1,4,0,3
ENSG00000255112,31,50,51,39,21
ENSG00000255150,0,10,9,0,0
ENSG00000255152,5,7,7,1,16
ENSG00000255154,14,12,13,25,12
ENSG00000255182,0,4,8,0,0
ENSG00000255284,2,1,2,7,3
ENSG00000255302,111,77,58,118,1
ENSG00000255398,0,0,0,2,16
ENSG00000255408,27,0,0,0,0
ENSG00000255423,2,11,14,1,3
ENSG00000255432,75,14,14,34,20
ENSG00000255439,39,7,7,41,280
ENSG00000255468,0,3,7,5,6
ENSG00000255526,87,38,36,150,172
ENSG00000255529,7,13,13,5,4
ENSG00000255604,0,2,1,5648,173
ENSG00000255633,0,0,0,3,0
ENSG00000255641,0,0,0,0,0
ENSG00000255730,18,22,18,86,47
ENSG00000255737,0,16,16,1,3
ENSG00000255738,0,0,0,0,0
ENSG00000255767,9,10,9,13,13
ENSG00000255823,0,2,3,25,6
ENSG00000255835,64,9,18,9,19
ENSG00000255863,144,66,36,51,47
ENSG00000255874,0,0,0,0,0
ENSG00000255974,0,1,1,1465,0
ENSG00000255986,1,0,0,29,0
ENSG00000255994,1,0,0,0,0
ENSG00000256018,1,0,0,0,0
ENSG00000256043,1,11,14,84,0
ENSG00000256053,8,3,4,7,3
ENSG00000256060,9,6,7,16,15
ENSG00000256061,7,6,5,19,5
ENSG00000256073,1,1,2,9,10
ENSG00000256087,2,10,10,1,3
ENSG00000256223,2,4,7,1,1
ENSG00000256229,18,3,4,0,0
ENSG00000256235,5,3,2,4,67
ENSG00000256269,13,1,2,5,17
ENSG00000256316,0,0,0,0,0
ENSG00000256340,0,0,0,10,43
ENSG00000256349,6,6,10,7,11
ENSG00000256453,0,15,15,0,1
ENSG00000256463,10,0,0,0,0
ENSG00000256500,22,27,25,10,20
ENSG00000256515,0,0,0,2,0
ENSG00000256525,10,14,26,3,12
ENSG00000256591,20,28,29,20,29
ENSG00000256612,0,0,0,63,0
ENSG00000256618,0,0,0,12,0
ENSG00000256628,1,10,10,1,1
ENSG00000256632,29,9,6,217,22
ENSG00000256683,3,22,22,5,2
ENSG00000256713,0,0,0,0,0
ENSG00000256762,0,0,0,0,0
ENSG00000256771,34,4,10,3,3
ENSG00000256812,0,0,0,0,0
ENSG00000256872,7,8,7,3,4
ENSG00000256950,9,13,11,22,18
ENSG00000256977,1,2,0,0,2
ENSG00000257017,0,0,0,38313,321
ENSG00000257046,0,0,0,52,0
ENSG00000257076,9,12,22,2,7
ENSG00000257093,9,49,62,7,8
ENSG00000257103,67,91,91,31,34
ENSG00000257184,0,0,0,0,0
ENSG00000257218,18,11,14,6,21
ENSG00000257242,0,32,37,0,0
ENSG00000257315,7,20,23,1,19
ENSG00000257365,5,9,9,3,17
ENSG00000257390,46,22,17,21,14
ENSG00000257591,12,0,0,0,1
ENSG00000257594,2,4,3,3,4
ENSG00000257606,0,0,0,322,0
ENSG00000257704,3,3,5,6,1
ENSG00000257727,63,8,10,54,54
ENSG00000257743,0,0,0,0,0
ENSG00000257755,3,13,14,33,13
ENSG00000257767,16,4,4,1026,98
ENSG00000257921,7,7,8,21,6
ENSG00000257923,8,9,8,4,3
ENSG00000257949,13,15,14,34,25
ENSG00000258210,32,32,29,21,18
ENSG00000258289,17,17,19,27,9
ENSG00000258311,7,8,9,74,8
ENSG00000258315,24,23,17,19,19
ENSG00000258366,6,10,13,1,17
ENSG00000258429,20,7,10,24,33
ENSG00000258447,5,9,9,9,11
ENSG00000258465,27,50,58,60,46
ENSG00000258466,78,20,18,36,93
ENSG00000258472,21,6,12,1,19
ENSG00000258484,0,0,0,1,0
ENSG00000258508,0,18,14,0,0
ENSG00000258518,0,0,0,0,0
ENSG00000258555,12,11,13,2,12
ENSG00000258588,3,3,4,3,0
ENSG00000258643,200,69,78,46,279
ENSG00000258653,8,19,15,17,10
ENSG00000258659,2,2,4,2,0
ENSG00000258664,18,27,20,10,26
ENSG00000258674,69,38,35,222,178
ENSG00000258691,0,0,0,0,0
ENSG00000258724,7,2,3,4,1
ENSG00000258728,5,70,76,55,19
ENSG00000258818,2,0,0,573,625
ENSG00000258832,0,0,0,0,0
ENSG00000258838,1,8,8,1,1
ENSG00000258839,1,4,6,0,16
ENSG00000258852,0,1,1,2682,87
ENSG00000258865,0,0,0,0,0
ENSG00000258890,25,56,75,9,21
ENSG00000258941,9,13,12,49,62
ENSG00000258947,35,2,3,0,28
ENSG00000258973,0,8,5,1,0
ENSG00000258974,6,24,25,3,6
ENSG00000258989,2,115,107,5,0
ENSG00000259024,7,9,7,3,19
ENSG00000259030,0,0,0,0,0
ENSG00000259066,10,8,7,10,20
ENSG00000259075,2,4,3,3,4
ENSG00000259112,136,24,17,329,139
ENSG00000259120,0,0,0,6,2
ENSG00000259132,38,15,22,38,79
ENSG00000259141,7,17,17,13,6
ENSG00000259207,0,0,0,1,0
ENSG00000259210,6,0,0,33,10
ENSG00000259220,2,4,10,0,1
ENSG00000259253,0,0,3,2,0
ENSG00000259272,19,3,2,8,6
ENSG00000259280,0,0,0,0,0
ENSG00000259305,14,11,12,12,11
ENSG00000259347,0,0,0,13,25
ENSG00000259371,8,16,15,57,87
ENSG00000259373,0,0,0,0,0
ENSG00000259386,0,0,0,1,0
ENSG00000259399,75,64,41,117,227
ENSG00000259431,4,19,33,7,3
ENSG00000259471,0,0,0,0,2
ENSG00000259486,3,0,0,0,78
ENSG00000259487,0,0,10,7,0
ENSG00000259576,0,22,18,0,0
ENSG00000259658,1,3,6,0,1
ENSG00000259662,0,0,0,0,0
ENSG00000259667,0,0,7,6,0
ENSG00000259718,0,0,0,0,0
ENSG00000259741,10,29,33,12,16
ENSG00000259766,0,0,1,2,0
ENSG00000004142,39,23,22,115,74
ENSG00000006534,0,0,0,1,2
ENSG00000012171,0,0,0,0,85
ENSG00000026036,5,9,13,1,13
ENSG00000049319,0,0,0,30,0
ENSG00000064489,5,11,14,5,7
ENSG00000073905,1,7,4,12,18
ENSG00000078319,2,12,17,5,3
ENSG00000085365,18,4,3,9,7
ENSG00000088970,11,12,19,3,64
ENSG00000089336,7,11,14,1,7
ENSG00000099251,3,3,3,1,19
ENSG00000099725,4,40,57,0,3
ENSG00000099882,1,0,0,4,6
ENSG00000100058,5,4,6,3,6
ENSG00000100101,16,8,8,4,4
ENSG00000100181,0,0,0,0,0
ENSG00000100931,16,23,28,33,42
ENSG00000101898,7,10,12,1,7
ENSG00000104691,4,1,2,13,7
ENSG00000104725,7,0,0,0,0
ENSG00000105132,3,7,20,1,7
ENSG00000105988,0,2,2,6,2
ENSG00000106133,24,15,36,4,16
ENSG00000108504,6,6,8,15,13
ENSG00000108819,5,40,21,9,9
ENSG00000108958,16,11,13,104,78
ENSG00000110347,0,0,0,0,0
ENSG00000111788,10,9,12,2,11
ENSG00000113658,13,4,1,5,16
ENSG00000117242,19,16,19,5,18
ENSG00000118412,11,5,6,1,2
ENSG00000123009,5,7,6,6,16
ENSG00000123447,0,0,0,0,0
ENSG00000124097,0,5,5,3,1
ENSG00000126005,9,17,17,27,43
ENSG00000126749,19,17,19,14,35
ENSG00000127589,27,8,6,3,46
ENSG00000127957,2,8,11,1,3
ENSG00000128438,0,0,0,0,0
ENSG00000128482,0,0,0,0,0
ENSG00000128692,143,16,19,56,56
ENSG00000130600,1,0,0,1408,0
ENSG00000131401,0,11,2,6,0
ENSG00000131797,6,53,58,2,43
ENSG00000132832,0,0,1,0,0
ENSG00000132967,271,98,91,106,28
ENSG00000133519,0,0,0,0,0
ENSG00000133624,4,10,19,1,6
ENSG00000134612,0,0,0,19,0
ENSG00000135477,0,0,0,0,0
ENSG00000137700,17,3,4,69,22
ENSG00000140181,13,10,20,4,22
ENSG00000142396,19,52,47,21,18
ENSG00000143429,2,0,0,1,14
ENSG00000144158,53,20,24,8,27
ENSG00000144596,0,0,0,0,0
ENSG00000146143,9,2,2,0,2
ENSG00000146556,3,16,18,5,17
ENSG00000146722,0,7,9,0,0
ENSG00000147676,67,0,0,19,79
ENSG00000150316,26,28,31,35,11
ENSG00000151631,0,0,0,13,0
ENSG00000152117,16,31,31,6,18
ENSG00000152268,4,5,3,0,0
ENSG00000153363,7,1,1,19,2
ENSG00000154035,4,10,10,1,3
ENSG00000154316,0,0,0,0,0
ENSG00000154608,3,1,2,0,1
ENSG00000154874,0,3,4,0,0
ENSG00000157152,2,0,0,0,0
ENSG00000157306,2,13,22,3,1
ENSG00000159712,8,0,0,0,0
ENSG00000159860,0,14,11,0,0
ENSG00000160229,11,2,3,0,0
ENSG00000160336,11,5,7,1,8
ENSG00000160695,5,32,26,6,6
ENSG00000160957,22,2,2,0,15
ENSG00000160963,70,0,0,0,7
ENSG00000161149,0,0,0,0,0
ENSG00000162840,2,0,0,72,1
ENSG00000162997,1,1,2,2,2
ENSG00000163121,0,0,0,0,0
ENSG00000163364,0,0,0,0,0
ENSG00000164616,0,0,0,0,20
ENSG00000165121,0,3,4,2,1
ENSG00000165178,0,2,0,2,0
ENSG00000165862,0,0,0,0,0
ENSG00000166667,0,13,16,0,0
ENSG00000166917,0,0,0,0,0
ENSG00000167117,0,0,0,0,0
ENSG00000167355,0,0,0,0,0
ENSG00000167798,0,0,0,129,0
ENSG00000167912,5,2,1,0,0
ENSG00000170089,6,6,7,7,12
ENSG00000170233,5,15,24,1,3
ENSG00000170356,1,5,12,1,0
ENSG00000170468,15,13,16,3,5
ENSG00000170629,0,2,3,0,0
ENSG00000170827,0,0,0,0,0
ENSG00000170846,7,14,21,5,9
ENSG00000170919,1,5,6,0,6
ENSG00000171658,0,0,0,0,0
ENSG00000171889,0,0,0,0,0
ENSG00000171943,10,16,7,4,18
ENSG00000172250,0,10,12,0,0
ENSG00000172965,5,5,0,1,21
ENSG00000172974,51,50,48,51,45
ENSG00000174028,55,7,9,32,16
ENSG00000174083,0,2,0,0,0
ENSG00000174384,2,4,6,3,1
ENSG00000174403,0,0,0,0,0
ENSG00000174977,34,21,19,52,28
ENSG00000175147,0,0,0,0,8
ENSG00000175164,0,0,0,0,0
ENSG00000175701,9,0,1,16,5
ENSG00000175730,4,8,6,1,6
ENSG00000175741,35,11,12,12,8
ENSG00000175772,0,0,0,1,0
ENSG00000175827,4,9,10,2,3
ENSG00000175873,1,3,3,0,1
ENSG00000175886,30,50,79,29,18
ENSG00000176057,0,0,0,0,0
ENSG00000176289,0,13,16,0,0
ENSG00000176305,6,0,0,7,0
ENSG00000176700,0,8,15,0,1
ENSG00000176734,5,0,0,0,0
ENSG00000176840,0,0,0,0,0
ENSG00000176868,0,24,42,0,0
ENSG00000176998,1,0,0,1,0
ENSG00000177133,0,0,0,0,0
ENSG00000177144,12,35,37,6,20
ENSG00000177236,2,0,1,0,12
ENSG00000177406,1,1,2,5,0
ENSG00000177410,184,77,114,55,279
ENSG00000177460,0,0,0,0,18
ENSG00000177590,0,10,35,0,0
ENSG00000177820,6,9,4,8,0
ENSG00000177853,9,4,5,2,14
ENSG00000177855,8,20,17,12,4
ENSG00000178082,10,22,19,6,14
ENSG00000178146,1,1,1,17,126
ENSG00000178162,4,0,0,0,0
ENSG00000178440,1,9,12,1,3
ENSG00000178458,90,45,44,85,30
ENSG00000178550,4,0,0,0,0
ENSG00000178660,3,3,3,8,3
ENSG00000178715,0,1,1,1,0
ENSG00000178814,6,0,0,10,11
ENSG00000178863,0,0,0,2,2
ENSG00000178947,1,0,1,0,0
ENSG00000179101,38,29,30,27,72
ENSG00000179277,5,0,0,1,0
ENSG00000179406,1,6,12,1,2
ENSG00000179449,3,0,0,0,0
ENSG00000179523,5,4,5,2,5
ENSG00000179611,15,68,77,2,5
ENSG00000179676,0,0,0,0,0
ENSG00000179743,5,2,3,2,2
ENSG00000179818,2,13,16,3,7
ENSG00000179859,0,1,2,0,0
ENSG00000179899,283,35,38,2,14
ENSG00000179967,57,16,9,19,89
ENSG00000179978,1,13,17,1,3
ENSG00000180015,10,6,6,2,6
ENSG00000180139,0,2,2,0,0
ENSG00000180211,0,39,42,20,20
ENSG00000180229,4,4,6,1,13
ENSG00000180304,28,6,9,22,5
ENSG00000180385,7,3,4,0,4
ENSG00000180581,57,25,28,73,51
ENSG00000180672,3,0,0,3,0
ENSG00000180712,0,0,0,0,0
ENSG00000180747,3,23,22,0,8
ENSG00000180771,5,41,47,20,14
ENSG00000180867,98,50,36,53,45
ENSG00000181404,3,17,20,4,9
ENSG00000181652,0,2,4,0,0
ENSG00000181791,0,0,0,0,0
ENSG00000182109,1,5,9,0,0
ENSG00000182165,9,9,9,76,21
ENSG00000182310,0,0,0,0,0
ENSG00000182487,0,5,2,2,0
ENSG00000182796,8,19,35,8,7
ENSG00000182841,4,8,13,2,5
ENSG00000183055,0,1,1,1,0
ENSG00000183199,41,38,40,8,115
ENSG00000183444,3,9,11,13,19
ENSG00000183458,6,20,28,1,44
ENSG00000183506,5,14,23,3,28
